,Broader,N,PUBMEDID,AUTHOR,parentterm,STAGE,DATE,ACCESSION,DiseaseOrTrait
6014,European,917.0,27412988.0,Tise CG,Other measurement,initial,2016-07-13,GCST003723,Serum sulfate level
10061,European,13354.0,27416945.0,Walford GA,"Body measurement, Other measurement",replication,2016-07-14,GCST003659,Modified Stumvoll Insulin Sensitivity Index (BMI interaction)
10062,European,13354.0,27416945.0,Walford GA,Other measurement,replication,2016-07-14,GCST005178,Modified Stumvoll Insulin Sensitivity Index
10014,European,12601.0,27418160.0,van 't Hof FN,Cardiovascular disease,initial,2016-07-14,GCST003683,"Intracranial, abdominal aortic or thoracic aortic aneurysm (pleiotropy)"
10060,European,13354.0,27416945.0,Walford GA,"Body measurement, Other measurement",replication,2016-07-14,GCST003658,Modified Stumvoll Insulin Sensitivity Index (model adjusted for BMI)
10318,European,16753.0,27416945.0,Walford GA,Other measurement,initial,2016-07-14,GCST005178,Modified Stumvoll Insulin Sensitivity Index
10317,European,16753.0,27416945.0,Walford GA,"Body measurement, Other measurement",initial,2016-07-14,GCST003659,Modified Stumvoll Insulin Sensitivity Index (BMI interaction)
10316,European,16753.0,27416945.0,Walford GA,"Body measurement, Other measurement",initial,2016-07-14,GCST003658,Modified Stumvoll Insulin Sensitivity Index (model adjusted for BMI)
3224,Asian,2729.0,27424934.0,Choi HJ,Other measurement,initial,2016-07-15,GCST003612,Bone mineral density (femoral neck)
2752,Asian,1547.0,27424934.0,Choi HJ,Other measurement,replication,2016-07-15,GCST003612,Bone mineral density (femoral neck)
7864,European,3237.0,27424934.0,Choi HJ,Other measurement,replication,2016-07-15,GCST003610,Bone mineral density (spine)
7865,European,3237.0,27424934.0,Choi HJ,Other measurement,replication,2016-07-15,GCST003611,Bone mineral density (total hip)
2751,Asian,1547.0,27424934.0,Choi HJ,Other measurement,replication,2016-07-15,GCST003611,Bone mineral density (total hip)
3223,Asian,2729.0,27424934.0,Choi HJ,Other measurement,initial,2016-07-15,GCST003611,Bone mineral density (total hip)
2750,Asian,1547.0,27424934.0,Choi HJ,Other measurement,replication,2016-07-15,GCST003610,Bone mineral density (spine)
7866,European,3237.0,27424934.0,Choi HJ,Other measurement,replication,2016-07-15,GCST003612,Bone mineral density (femoral neck)
3222,Asian,2729.0,27424934.0,Choi HJ,Other measurement,initial,2016-07-15,GCST003610,Bone mineral density (spine)
9989,European,12343.0,27424798.0,Chahal HS,Cancer,replication,2016-07-18,GCST003655,Cutaneous squamous cell carcinoma
12353,European,287137.0,27424798.0,Chahal HS,Cancer,initial,2016-07-18,GCST003655,Cutaneous squamous cell carcinoma
3525,Asian,4562.0,27436580.0,Cui Q,Cancer,initial,2016-07-19,GCST003578,Nasopharyngeal carcinoma
4138,Asian,11054.0,27436580.0,Cui Q,Cancer,replication,2016-07-19,GCST003578,Nasopharyngeal carcinoma
6589,European,1409.0,27515689.0,Kerns SL,"Cancer, Biological process",initial,2016-07-20,GCST003582,"Response to radiotherapy in prostate cancer (toxicity, urinary frequency)"
6446,European,1245.0,27515689.0,Kerns SL,"Cancer, Biological process, Other trait",initial,2016-07-20,GCST003581,Toxicity response to radiotherapy in prostate cancer (decreased urine stream) (time to event)
9615,European,9291.0,27439200.0,Nieuwenhuis MA,Other disease,replication,2016-07-20,GCST003589,Bronchial hyperresponsiveness in asthma
6518,European,1346.0,27515689.0,Kerns SL,"Cancer, Biological process, Other disease",initial,2016-07-20,GCST003583,Response to radiotherapy in prostate cancer (overall toxicity)
6630,European,1487.0,27515689.0,Kerns SL,"Cancer, Biological process",initial,2016-07-20,GCST003584,"Response to radiotherapy in prostate cancer (toxicity, rectal bleeding)"
9085,European,6845.0,26202629.0,Johnson EO,Neurological disorder,initial,2016-07-23,GCST003601,Drug abuse
767,African American or Afro-Caribbean,755.0,26202629.0,Johnson EO,Neurological disorder,replication,2016-07-23,GCST003601,Drug abuse
6308,European,1131.0,26202629.0,Johnson EO,Neurological disorder,replication,2016-07-23,GCST003601,Drug abuse
1202,African American or Afro-Caribbean,3742.0,26202629.0,Johnson EO,Neurological disorder,initial,2016-07-23,GCST003601,Drug abuse
6660,European,1528.0,27453504.0,Rhee EP,Other measurement,replication,2016-07-25,GCST009018,Blood metabolite levels
14153,Other/Mixed,2102.0,27455349.0,Minster RL,"Body measurement, Other measurement",replication,2016-07-25,GCST005181,Body mass index
14194,Other/Mixed,3072.0,27455349.0,Minster RL,"Body measurement, Other measurement",initial,2016-07-25,GCST005181,Body mass index
7119,European,2076.0,27453504.0,Rhee EP,Other measurement,initial,2016-07-25,GCST009018,Blood metabolite levels
11028,European,36052.0,27455348.0,van Rheenen W,Neurological disorder,initial,2016-07-25,GCST004692,Amyotrophic lateral sclerosis
8720,European,5346.0,27455348.0,van Rheenen W,Neurological disorder,replication,2016-07-25,GCST004692,Amyotrophic lateral sclerosis
5025,European,289.0,27339598.0,Ulveling D,"Other disease, Digestive system disorder, Other trait",initial,2016-07-29,GCST003606,Liver fibrosis severity in HIV/hepatitis C co-infection
2368,Asian,775.0,27271309.0,Li C,Other measurement,replication,2016-08-01,GCST006112,Diastolic blood pressure x sodium interaction (1df test)
2370,Asian,775.0,27271309.0,Li C,Other measurement,replication,2016-08-01,GCST006114,Mean arterial pressure x sodium interaction (2df test)
8502,European,4835.0,27492634.0,Du Y,Cancer,initial,2016-08-01,GCST003786,Small intestine neuroendocrine tumor
2367,Asian,775.0,27271309.0,Li C,Other measurement,replication,2016-08-01,GCST006111,Diastolic blood pressure x sodium interaction (2df test)
2371,Asian,775.0,27271309.0,Li C,Other measurement,replication,2016-08-01,GCST006115,Systolic blood pressure x sodium interaction (1df test)
2373,Asian,775.0,27271309.0,Li C,"Other measurement, Cardiovascular measurement",replication,2016-08-01,GCST006117,Pulse pressure x sodium interaction (1df test)
2374,Asian,775.0,27271309.0,Li C,"Other measurement, Cardiovascular measurement",replication,2016-08-01,GCST006118,Pulse pressure x sodium interaction (2df test)
12050,European,152127.0,27479909.0,Hyde CL,Neurological disorder,replication,2016-08-01,GCST006041,Major depressive disorder
8457,European,4698.0,27492634.0,Du Y,Cancer,initial,2016-08-01,GCST003788,Pancreatic neuroendocrine tumor
2369,Asian,775.0,27271309.0,Li C,Other measurement,replication,2016-08-01,GCST006113,Systolic blood pressure x sodium interaction (2df test)
2372,Asian,775.0,27271309.0,Li C,Other measurement,replication,2016-08-01,GCST006116,Mean arterial pressure x sodium interaction (1df test)
2923,Asian,1876.0,27271309.0,Li C,Other measurement,initial,2016-08-01,GCST006113,Systolic blood pressure x sodium interaction (2df test)
10111,European,13952.0,27579533.0,Zhang M,Cancer,initial,2016-08-01,GCST003758,Pancreatic cancer
8727,European,5374.0,27492634.0,Du Y,Cancer,initial,2016-08-01,GCST003785,Neuroendocrine tumor
12436,European,326113.0,27479909.0,Hyde CL,Neurological disorder,initial,2016-08-01,GCST006041,Major depressive disorder
2928,Asian,1876.0,27271309.0,Li C,"Other measurement, Cardiovascular measurement",initial,2016-08-01,GCST006118,Pulse pressure x sodium interaction (2df test)
2927,Asian,1876.0,27271309.0,Li C,"Other measurement, Cardiovascular measurement",initial,2016-08-01,GCST006117,Pulse pressure x sodium interaction (1df test)
2926,Asian,1876.0,27271309.0,Li C,Other measurement,initial,2016-08-01,GCST006116,Mean arterial pressure x sodium interaction (1df test)
2925,Asian,1876.0,27271309.0,Li C,Other measurement,initial,2016-08-01,GCST006115,Systolic blood pressure x sodium interaction (1df test)
2924,Asian,1876.0,27271309.0,Li C,Other measurement,initial,2016-08-01,GCST006114,Mean arterial pressure x sodium interaction (2df test)
2922,Asian,1876.0,27271309.0,Li C,Other measurement,initial,2016-08-01,GCST006112,Diastolic blood pressure x sodium interaction (1df test)
2921,Asian,1876.0,27271309.0,Li C,Other measurement,initial,2016-08-01,GCST006111,Diastolic blood pressure x sodium interaction (2df test)
8441,European,4670.0,27492634.0,Du Y,Cancer,initial,2016-08-01,GCST003787,Bronchial neuroendocrine tumor
4373,Asian,21472.0,27480026.0,Liu X,Cardiovascular disease,replication,2016-08-02,GCST003613,Hypertension
2194,Asian,518.0,27480026.0,Liu X,Cardiovascular disease,initial,2016-08-02,GCST003613,Hypertension
5278,European,437.0,27488534.0,Patel YM,"Biological process, Other measurement",initial,2016-08-03,GCST003629,nicotine metabolite ratio in current smokers
13859,Other/Mixed,311.0,27488534.0,Patel YM,"Biological process, Other measurement",initial,2016-08-03,GCST003629,nicotine metabolite ratio in current smokers
12879,Hispanic or Latin American,453.0,27488534.0,Patel YM,"Biological process, Other measurement",initial,2016-08-03,GCST003629,nicotine metabolite ratio in current smokers
659,African American or Afro-Caribbean,364.0,27488534.0,Patel YM,"Biological process, Other measurement",initial,2016-08-03,GCST003629,nicotine metabolite ratio in current smokers
2287,Asian,674.0,27488534.0,Patel YM,"Biological process, Other measurement",initial,2016-08-03,GCST003629,nicotine metabolite ratio in current smokers
6586,European,1407.0,27490719.0,Bacelis J,Other measurement,initial,2016-08-04,GCST003684,Gestational age at birth in labor-initiated deliveries (maternal effect)
6293,European,1109.0,27490719.0,Bacelis J,Other measurement,initial,2016-08-04,GCST003686,Gestational age at birth (child effect)
6868,European,1743.0,27490719.0,Bacelis J,Other measurement,initial,2016-08-04,GCST003688,Gestational age at birth (maternal effect)
4944,European,225.0,27490719.0,Bacelis J,Other measurement,initial,2016-08-04,GCST003689,Gestational age at birth in premature rupture of membrane-initiated deliveries (child effect)
5978,European,884.0,27490719.0,Bacelis J,Other measurement,initial,2016-08-04,GCST003687,Gestational age at birth in labor-initiated deliveries (child effect)
5097,European,336.0,27490719.0,Bacelis J,Other measurement,initial,2016-08-04,GCST003685,Gestational age at birth in premature rupture of membrane-initiated deliveries (maternal effect)
11714,European,91306.0,27494321.0,Jones SE,Other measurement,initial,2016-08-05,GCST006685,Sleep duration (oversleepers)
11104,European,39082.0,27494321.0,Jones SE,Other measurement,initial,2016-08-05,GCST003840,Sleep duration (oversleepers vs undersleepers)
11799,European,110188.0,27494321.0,Jones SE,Other measurement,initial,2016-08-05,GCST006686,Sleep duration (undersleepers)
11830,European,114765.0,27494321.0,Jones SE,Biological process,initial,2016-08-05,GCST003838,Morning vs. evening chronotype
11918,European,127898.0,27494321.0,Jones SE,"Biological process, Other measurement",initial,2016-08-05,GCST003837,Chronotype
11915,European,127573.0,27494321.0,Jones SE,Other measurement,initial,2016-08-05,GCST003839,Sleep duration
2808,Asian,1686.0,27503288.0,Song IW,Neurological disorder,initial,2016-08-08,GCST003604,Sjögren's syndrome
4267,Asian,14610.0,27503288.0,Song IW,Neurological disorder,replication,2016-08-08,GCST003604,Sjögren's syndrome
3585,Asian,5030.0,27501781.0,Shiraishi K,Cancer,initial,2016-08-09,GCST003605,EGFR mutation-positive lung adenocarcinoma
4237,Asian,13301.0,27501781.0,Shiraishi K,Cancer,replication,2016-08-09,GCST003605,EGFR mutation-positive lung adenocarcinoma
3270,Asian,2876.0,27506219.0,Wang W,Other disease,replication,2016-08-09,GCST003819,Endometriosis
1731,Asian,100.0,27506219.0,Wang W,Other disease,initial,2016-08-09,GCST003819,Endometriosis
10559,European,21271.0,27527254.0,Gharahkhani P,Cancer,initial,2016-08-12,GCST003739,Esophageal adenocarcinoma
10662,European,23326.0,27527254.0,Gharahkhani P,Digestive system disorder,initial,2016-08-12,GCST003738,Barrett's esophagus
10789,European,27438.0,27527254.0,Gharahkhani P,"Digestive system disorder, Cancer",initial,2016-08-12,GCST003740,Barrett's esophagus  or Esophageal adenocarcinoma
2002,Asian,320.0,27529621.0,Otowa T,Other measurement,initial,2016-08-16,GCST003835,Depressive symptoms (stressful life events interaction)
2001,Asian,320.0,27529621.0,Otowa T,"Neurological disorder, Other measurement",initial,2016-08-16,GCST003836,Depressive symptoms
2113,Asian,439.0,27529621.0,Otowa T,"Neurological disorder, Other measurement",replication,2016-08-16,GCST003836,Depressive symptoms
2114,Asian,439.0,27529621.0,Otowa T,Other measurement,replication,2016-08-16,GCST003835,Depressive symptoms (stressful life events interaction)
6877,European,1751.0,27531626.0,Polimanti R,"Other measurement, Neurological disorder",initial,2016-08-17,GCST003860,Risky sexual behaviors (alcohol dependence interaction)
1027,African American or Afro-Caribbean,2173.0,27531626.0,Polimanti R,"Other measurement, Neurological disorder",initial,2016-08-17,GCST003860,Risky sexual behaviors (alcohol dependence interaction)
9801,European,10554.0,27568811.0,Marinelli M,Other measurement,initial,2016-08-19,GCST003741,Sleep duration
10333,European,17044.0,27539887.0,Chahal HS,Cancer,replication,2016-08-19,GCST003726,Basal cell carcinoma
6448,European,1250.0,27568811.0,Marinelli M,Other measurement,replication,2016-08-19,GCST003741,Sleep duration
12354,European,287197.0,27539887.0,Chahal HS,Cancer,initial,2016-08-19,GCST003726,Basal cell carcinoma
6912,European,1795.0,27548383.0,Ortiz-Fernandez L,Cardiovascular disease,initial,2016-08-22,GCST007551,Behcet's disease
5756,European,735.0,27548383.0,Ortiz-Fernandez L,Cardiovascular disease,replication,2016-08-22,GCST007551,Behcet's disease
2819,Asian,1717.0,27545300.0,Hao J,"Body measurement, Other disease, Other measurement",initial,2016-08-22,GCST003727,Joint destruction and growth retardation
2306,Asian,700.0,27545300.0,Hao J,"Body measurement, Other disease, Other measurement",replication,2016-08-22,GCST003727,Joint destruction and growth retardation
8028,European,3516.0,27559109.0,Bustamante M,Other trait,replication,2016-08-23,GCST003623,diarrhoeal disease at age 2
8938,European,6233.0,27559109.0,Bustamante M,Other trait,initial,2016-08-23,GCST003624,diarrhoeal disease at age 2 with doctor diagnosis
8128,European,3768.0,27559109.0,Bustamante M,Other trait,replication,2016-08-23,GCST003626,diarrhoeal disease at age 1
8977,European,6403.0,27559109.0,Bustamante M,Other trait,initial,2016-08-23,GCST003625,diarrhoeal disease at age 1 with doctor diagnosis
9222,European,7465.0,27559109.0,Bustamante M,Other trait,replication,2016-08-23,GCST003625,diarrhoeal disease at age 1 with doctor diagnosis
8783,European,5608.0,27559109.0,Bustamante M,Other trait,initial,2016-08-23,GCST003623,diarrhoeal disease at age 2
8822,European,5758.0,27559109.0,Bustamante M,Other trait,initial,2016-08-23,GCST003626,diarrhoeal disease at age 1
9285,European,7722.0,27559109.0,Bustamante M,Other trait,replication,2016-08-23,GCST003624,diarrhoeal disease at age 2 with doctor diagnosis
1947,Asian,267.0,27558924.0,Kim HS,"Digestive system disorder, Other trait, Response to drug",initial,2016-08-24,GCST003603,Thiopurine-induced leukopenia in inflammatory bowel disease
2357,Asian,767.0,27558924.0,Kim HS,"Digestive system disorder, Other trait, Response to drug",replication,2016-08-24,GCST003603,Thiopurine-induced leukopenia in inflammatory bowel disease
7404,European,2447.0,27560520.0,Shaffer JR,Other measurement,initial,2016-08-25,GCST003645,Lower facial height
5678,European,671.0,27560520.0,Shaffer JR,Other measurement,replication,2016-08-25,GCST003642,Eye morphology
3656,Asian,5546.0,27569725.0,Yang SK,"Digestive system disorder, Immune system disorder",initial,2016-08-25,GCST003602,Inflammatory bowel disease
5679,European,671.0,27560520.0,Shaffer JR,Other measurement,replication,2016-08-25,GCST003643,Nose morphology
7402,European,2447.0,27560520.0,Shaffer JR,Other measurement,initial,2016-08-25,GCST003643,Nose morphology
5680,European,671.0,27560520.0,Shaffer JR,Other measurement,replication,2016-08-25,GCST003644,Lip morphology
3648,Asian,5480.0,27569725.0,Yang SK,"Digestive system disorder, Immune system disorder",replication,2016-08-25,GCST003602,Inflammatory bowel disease
5682,European,671.0,27560520.0,Shaffer JR,Other measurement,replication,2016-08-25,GCST003646,Facial depth
6412,European,1213.0,27561104.0,Pirastu N,"Biological process, Other measurement",initial,2016-08-25,GCST003621,Coffee consumption
7401,European,2447.0,27560520.0,Shaffer JR,Other measurement,initial,2016-08-25,GCST003642,Eye morphology
7400,European,2447.0,27560520.0,Shaffer JR,Other measurement,initial,2016-08-25,GCST003641,Cranial base width
7405,European,2447.0,27560520.0,Shaffer JR,Other measurement,initial,2016-08-25,GCST003646,Facial depth
6828,European,1713.0,27561104.0,Pirastu N,"Biological process, Other measurement",replication,2016-08-25,GCST003621,Coffee consumption
5677,European,671.0,27560520.0,Shaffer JR,Other measurement,replication,2016-08-25,GCST003641,Cranial base width
7403,European,2447.0,27560520.0,Shaffer JR,Other measurement,initial,2016-08-25,GCST003644,Lip morphology
5681,European,671.0,27560520.0,Shaffer JR,Other measurement,replication,2016-08-25,GCST003645,Lower facial height
12820,Hispanic or Latin American,251.0,27564568.0,Liu C,"Response to drug, Other measurement, Cancer",initial,2016-08-26,GCST003609,Thiopurine methyltransferase activity in acute lymphoblastic leukemia patients treated with mercaptopurines
1665,Asian,57.0,27564568.0,Liu C,"Response to drug, Other measurement, Cancer",initial,2016-08-26,GCST003609,Thiopurine methyltransferase activity in acute lymphoblastic leukemia patients treated with mercaptopurines
51,African,138.0,27564568.0,Liu C,"Response to drug, Other measurement, Cancer",initial,2016-08-26,GCST003609,Thiopurine methyltransferase activity in acute lymphoblastic leukemia patients treated with mercaptopurines
5204,European,407.0,27564568.0,Liu C,"Response to drug, Other measurement, Cancer",initial,2016-08-26,GCST003609,Thiopurine methyltransferase activity in acute lymphoblastic leukemia patients treated with mercaptopurines
1437,African American or Afro-Caribbean,10305.0,28580392.0,Taylor KC,Other disease,initial,2016-08-27,GCST004403,Bone fracture in osteoporosis
11138,European,40407.0,27577874.0,Evans DS,Cardiovascular measurement,initial,2016-08-29,GCST003598,QRS duration
1456,African American or Afro-Caribbean,13031.0,27577874.0,Evans DS,Cardiovascular measurement,initial,2016-08-29,GCST003598,QRS duration
6507,European,1328.0,27576016.0,Zhao B,"Other measurement, Other trait",initial,2016-08-30,GCST003656,Acute kidney injury in critical illness
6749,European,1612.0,27576016.0,Zhao B,"Other measurement, Other trait",replication,2016-08-30,GCST003656,Acute kidney injury in critical illness
1387,African American or Afro-Caribbean,8224.0,27588450.0,Mahajan A,Other measurement,initial,2016-09-01,GCST003790,Glomerular filtration rate
13527,Hispanic or Latin American,16325.0,27588450.0,Mahajan A,Other measurement,initial,2016-09-01,GCST003790,Glomerular filtration rate
12957,Hispanic or Latin American,743.0,27500523.0,Zhou K,"Response to drug, Other measurement, Metabolic disorder",replication,2016-09-01,GCST004522,Response to metformin in type 2 diabetes (HbA1c reduction)
9601,European,9184.0,27500523.0,Zhou K,"Response to drug, Other measurement, Metabolic disorder",replication,2016-09-01,GCST004522,Response to metformin in type 2 diabetes (HbA1c reduction)
10667,European,23553.0,27588450.0,Mahajan A,Other measurement,initial,2016-09-01,GCST003790,Glomerular filtration rate
10322,European,16769.0,27587472.0,Postmus I,"Lipid or lipoprotein measurement, Response to drug",initial,2016-09-01,GCST003617,Response to statins (HDL cholesterol change)
4391,Asian,23536.0,27588450.0,Mahajan A,Other measurement,initial,2016-09-01,GCST003790,Glomerular filtration rate
869,African American or Afro-Caribbean,1196.0,27500523.0,Zhou K,"Response to drug, Other measurement, Metabolic disorder",replication,2016-09-01,GCST004522,Response to metformin in type 2 diabetes (HbA1c reduction)
9862,European,10951.0,27587472.0,Postmus I,"Lipid or lipoprotein measurement, Response to drug",replication,2016-09-01,GCST003617,Response to statins (HDL cholesterol change)
6551,European,1373.0,27500523.0,Zhou K,"Response to drug, Other measurement, Metabolic disorder",initial,2016-09-01,GCST004522,Response to metformin in type 2 diabetes (HbA1c reduction)
2255,Asian,627.0,27500523.0,Zhou K,"Response to drug, Other measurement, Metabolic disorder",replication,2016-09-01,GCST004522,Response to metformin in type 2 diabetes (HbA1c reduction)
135,African,723.0,28171663.0,Huo D,Cancer,initial,2016-09-04,GCST003781,Breast cancer (estrogen-receptor positive)
184,African,1335.0,28171663.0,Huo D,Cancer,initial,2016-09-04,GCST003782,Breast cancer
1373,African American or Afro-Caribbean,8112.0,28171663.0,Huo D,Cancer,initial,2016-09-04,GCST003782,Breast cancer
1264,African American or Afro-Caribbean,4923.0,28171663.0,Huo D,Cancer,replication,2016-09-04,GCST003782,Breast cancer
1185,African American or Afro-Caribbean,3512.0,28171663.0,Huo D,Cancer,replication,2016-09-04,GCST003780,Breast cancer (estrogen-receptor negative)
1295,African American or Afro-Caribbean,5945.0,28171663.0,Huo D,Cancer,initial,2016-09-04,GCST003781,Breast cancer (estrogen-receptor positive)
1231,African American or Afro-Caribbean,4032.0,28171663.0,Huo D,Cancer,replication,2016-09-04,GCST003781,Breast cancer (estrogen-receptor positive)
1284,African American or Afro-Caribbean,5499.0,28171663.0,Huo D,Cancer,initial,2016-09-04,GCST003780,Breast cancer (estrogen-receptor negative)
133,African,666.0,28171663.0,Huo D,Cancer,initial,2016-09-04,GCST003780,Breast cancer (estrogen-receptor negative)
5652,European,656.0,27595289.0,Goyal RK,"Immune system disorder, Other measurement",initial,2016-09-05,GCST003942,Acute graft versus host disease in bone marrow transplantation (donor effect)
5537,European,579.0,27595289.0,Goyal RK,Immune system disorder,initial,2016-09-05,GCST003941,Acute graft versus host disease in bone marrow transplantation (recipient effect)
8354,European,4402.0,27601451.0,Sanders AE,Other measurement,replication,2016-09-06,GCST003744,Chronic periodontitis (mean interproximal clinical attachment level)
9986,European,12287.0,27476799.0,Nielson CM,Other measurement,initial,2016-09-06,GCST007014,Lumbar spine bone mineral density (trabecular)
808,African American or Afro-Caribbean,908.0,27601451.0,Sanders AE,Other measurement,replication,2016-09-06,GCST003744,Chronic periodontitis (mean interproximal clinical attachment level)
13434,Hispanic or Latin American,10935.0,27601451.0,Sanders AE,Other measurement,initial,2016-09-06,GCST003744,Chronic periodontitis (mean interproximal clinical attachment level)
9876,European,11080.0,27476799.0,Nielson CM,Other measurement,initial,2016-09-06,GCST007015,Lumbar spine bone mineral density (integral)
14222,Other/Mixed,4086.0,27599772.0,Ram R,"Metabolic disorder, Lipid or lipoprotein measurement",initial,2016-09-07,GCST003743,Hypertriglyceridemia
14114,Other/Mixed,1415.0,27599772.0,Ram R,"Metabolic disorder, Lipid or lipoprotein measurement",replication,2016-09-07,GCST003743,Hypertriglyceridemia
9579,European,8970.0,27611488.0,Almoguera B,Other disease,initial,2016-09-09,GCST003833,Adult asthma
10136,European,14247.0,27611488.0,Almoguera B,Other disease,initial,2016-09-09,GCST003831,Asthma
1281,African American or Afro-Caribbean,5372.0,27611488.0,Almoguera B,"Other disease, Other measurement",initial,2016-09-09,GCST003832,Asthma (childhood onset)
1344,African American or Afro-Caribbean,7397.0,27611488.0,Almoguera B,Other disease,initial,2016-09-09,GCST003831,Asthma
8691,European,5277.0,27611488.0,Almoguera B,"Other disease, Other measurement",initial,2016-09-09,GCST003832,Asthma (childhood onset)
990,African American or Afro-Caribbean,2025.0,27611488.0,Almoguera B,Other disease,initial,2016-09-09,GCST003833,Adult asthma
1061,African American or Afro-Caribbean,2600.0,27643478.0,Powers A,Other measurement,initial,2016-09-09,GCST003765,Emotional dysregulation
502,African American or Afro-Caribbean,96.0,28173075.0,Niu N,"Other measurement, Response to drug",initial,2016-09-11,GCST003791,Response to metformin (IC50)
1723,Asian,96.0,28173075.0,Niu N,"Other measurement, Response to drug",initial,2016-09-11,GCST003791,Response to metformin (IC50)
4748,European,96.0,28173075.0,Niu N,"Other measurement, Response to drug",initial,2016-09-11,GCST003791,Response to metformin (IC50)
11978,European,140886.0,27618452.0,Ehret GB,Other measurement,replication,2016-09-12,GCST006258,Diastolic blood pressure
11979,European,140886.0,27618452.0,Ehret GB,Other measurement,replication,2016-09-12,GCST006259,Systolic blood pressure
12202,European,201529.0,27618452.0,Ehret GB,Other measurement,initial,2016-09-12,GCST006259,Systolic blood pressure
12201,European,201529.0,27618452.0,Ehret GB,Other measurement,initial,2016-09-12,GCST006258,Diastolic blood pressure
8458,European,4698.0,27622933.0,Li QS,"Neurological disorder, Response to drug",initial,2016-09-13,GCST003802,Response to citalopram or escitalopram in depression
12183,European,193489.0,27622933.0,Li QS,"Neurological disorder, Response to drug",initial,2016-09-13,GCST003812,Non-response to antidepressants and depression
40,African,96.0,27623284.0,Verma SS,Neurological disorder,initial,2016-09-13,GCST003745,Glaucoma (primary open-angle)
9685,European,9688.0,27622933.0,Li QS,"Response to drug, Neurological disorder",initial,2016-09-13,GCST003801,Response to selective serotonin reuptake inhibitors in depression
12199,European,198990.0,27622933.0,Li QS,"Neurological disorder, Response to drug",initial,2016-09-13,GCST003813,Response to antidepressants and depression
8395,European,4536.0,27622933.0,Li QS,"Neurological disorder, Response to drug",initial,2016-09-13,GCST003800,Response to bupropion in depression
12188,European,194909.0,27622933.0,Li QS,"Neurological disorder, Response to drug",initial,2016-09-13,GCST003811,Response to citalopram or escitalopram and depression
13769,Other/Mixed,154.0,27623284.0,Verma SS,Neurological disorder,initial,2016-09-13,GCST003745,Glaucoma (primary open-angle)
12186,European,194088.0,27622933.0,Li QS,"Neurological disorder, Response to drug",initial,2016-09-13,GCST003810,Non-response to citalopram or escitalopram and depression
12189,European,195222.0,27622933.0,Li QS,"Response to drug, Neurological disorder",initial,2016-09-13,GCST003808,Non-response to selective serotonin reuptake inhibitors and depression
12185,European,193931.0,27622933.0,Li QS,"Neurological disorder, Response to drug",initial,2016-09-13,GCST003804,Non-response to bupropion and depression
9592,European,9106.0,27622933.0,Li QS,"Neurological disorder, Response to drug",initial,2016-09-13,GCST003803,Response to antidepressants in depression
12187,European,194673.0,27622933.0,Li QS,"Neurological disorder, Response to drug",initial,2016-09-13,GCST003806,Response to bupropion and depression
8504,European,4840.0,27623284.0,Verma SS,Neurological disorder,initial,2016-09-13,GCST003745,Glaucoma (primary open-angle)
12194,European,197744.0,27622933.0,Li QS,"Response to drug, Neurological disorder",initial,2016-09-13,GCST003809,Response to selective serotonin reuptake inhibitors and depression
8276,European,4159.0,27629089.0,Sailer A,Neurological disorder,initial,2016-09-14,GCST003783,Multiple system atrophy (pathologically confirmed)
8482,European,4782.0,27629089.0,Sailer A,Neurological disorder,initial,2016-09-14,GCST003784,Multiple system atrophy
4123,Asian,10390.0,27623749.0,Hwang JY,"Body measurement, Other measurement",replication,2016-09-14,GCST003789,Body mass index
2173,Asian,484.0,27623749.0,Hwang JY,"Body measurement, Other measurement",initial,2016-09-14,GCST003789,Body mass index
878,African American or Afro-Caribbean,1228.0,27629369.0,Gao J,Other measurement,initial,2016-09-15,GCST003772,Loneliness (linear analysis)
879,African American or Afro-Caribbean,1228.0,27629369.0,Gao J,Other measurement,initial,2016-09-15,GCST003773,Loneliness (multivariate analysis)
12929,Hispanic or Latin American,621.0,27629369.0,Gao J,Other measurement,initial,2016-09-15,GCST003771,Loneliness
9496,European,8490.0,27629369.0,Gao J,Other measurement,initial,2016-09-15,GCST003772,Loneliness (linear analysis)
8877,European,5950.0,27629369.0,Gao J,Other measurement,initial,2016-09-15,GCST003771,Loneliness
5769,European,740.0,27639821.0,Scherag A,"Other measurement, Other trait",initial,2016-09-15,GCST003817,Mortality in sepsis
12996,Hispanic or Latin American,867.0,27629369.0,Gao J,Other measurement,initial,2016-09-15,GCST003772,Loneliness (linear analysis)
12997,Hispanic or Latin American,867.0,27629369.0,Gao J,Other measurement,initial,2016-09-15,GCST003773,Loneliness (multivariate analysis)
789,African American or Afro-Caribbean,825.0,27629369.0,Gao J,Other measurement,initial,2016-09-15,GCST003771,Loneliness
9497,European,8490.0,27629369.0,Gao J,Other measurement,initial,2016-09-15,GCST003773,Loneliness (multivariate analysis)
7619,European,2775.0,27632927.0,Einarsdottir E,Neurological disorder,initial,2016-09-16,GCST003829,Otitis media (recurrent)
7512,European,2585.0,27632927.0,Einarsdottir E,Neurological disorder,initial,2016-09-16,GCST003828,Otitis media (chronic)
7670,European,2876.0,27632927.0,Einarsdottir E,Neurological disorder,initial,2016-09-16,GCST003827,Otitis media
7541,European,2632.0,27647854.0,Sandholm N,"Other disease, Metabolic disorder",initial,2016-09-19,GCST003861,Kidney disease (end stage renal disease vs normoalbuminuria) in type 1 diabetes
