DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	PLATFORM [SNPS PASSING QC]	ASSOCIATION COUNT	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2017-05-12	27918536	Lo MT	2016-12-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/27918536	Genome-wide analyses for personality traits identify six genomic loci and show correlations with psychiatric disorders.	Agreeableness	76,551 European ancestry individuals	NA	Affymetrix, Illumina [2165398] (imputed)	0	agreeableness measurement	http://www.ebi.ac.uk/efo/EFO_0007915	GCST004013	Genome-wide genotyping array
2017-05-12	27918536	Lo MT	2016-12-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/27918536	Genome-wide analyses for personality traits identify six genomic loci and show correlations with psychiatric disorders.	Conscientiousness	76,551 European ancestry individuals	46,581 European ancestry individuals	Affymetrix, Illumina [2166809] (imputed)	1	conscientiousness measurement	http://www.ebi.ac.uk/efo/EFO_0007912	GCST004014	Genome-wide genotyping array
2017-05-12	27918536	Lo MT	2016-12-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/27918536	Genome-wide analyses for personality traits identify six genomic loci and show correlations with psychiatric disorders.	Extraversion	122,886 European ancestry individuals	46,621 European ancestry individuals	Affymetrix, Illumina [6343667] (imputed)	5	extraversion	http://www.ebi.ac.uk/efo/EFO_0004317	GCST004015	Genome-wide genotyping array
2017-05-12	27918536	Lo MT	2016-12-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/27918536	Genome-wide analyses for personality traits identify six genomic loci and show correlations with psychiatric disorders.	Neuroticism	122,867 European ancestry individuals	137,994 European ancestry individuals	Affymetrix, Illumina [6337541] (imputed)	2	neuroticism measurement	http://www.ebi.ac.uk/efo/EFO_0007660	GCST004017	Genome-wide genotyping array
2017-05-12	27918536	Lo MT	2016-12-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/27918536	Genome-wide analyses for personality traits identify six genomic loci and show correlations with psychiatric disorders.	Openness	76,581 European ancestry individuals	NA	Affymetrix, Illumina [2167320] (imputed)	0	openness measurement	http://www.ebi.ac.uk/efo/EFO_0007914	GCST004016	Genome-wide genotyping array
2017-02-25	27286809	Ligthart S	2016-06-10	BMC Genomics	www.ncbi.nlm.nih.gov/pubmed/27286809	Bivariate genome-wide association study identifies novel pleiotropic loci for lipids and inflammation.	C-reactive protein levels or triglyceride levels (pleiotropy)	65,000 individuals (C-reactive protein), 96,598 individuals (triglycerides)	NA	NR [25015711] (imputed)	21	triglyceride measurement, C-reactive protein measurement	http://www.ebi.ac.uk/efo/EFO_0004530, http://www.ebi.ac.uk/efo/EFO_0004458	GCST003681	Genome-wide genotyping array
2017-02-25	27286809	Ligthart S	2016-06-10	BMC Genomics	www.ncbi.nlm.nih.gov/pubmed/27286809	Bivariate genome-wide association study identifies novel pleiotropic loci for lipids and inflammation.	C-reactive protein levels or HDL-cholesterol levels (pleiotropy)	65,000 individuals (C-reactive protein), 99,900 individuals (HDL-cholesterol)	NA	NR [2501543] (imputed)	20	C-reactive protein measurement, high density lipoprotein cholesterol measurement	http://www.ebi.ac.uk/efo/EFO_0004458, http://www.ebi.ac.uk/efo/EFO_0004612	GCST003680	Genome-wide genotyping array
2017-02-25	27286809	Ligthart S	2016-06-10	BMC Genomics	www.ncbi.nlm.nih.gov/pubmed/27286809	Bivariate genome-wide association study identifies novel pleiotropic loci for lipids and inflammation.	C-reactive protein levels or LDL-cholesterol levels (pleiotropy)	65,000 individuals (C-reactive protein), 95,454 individuals (LDL-cholesterol)	NA	NR [2501749] (imputed)	21	low density lipoprotein cholesterol measurement, C-reactive protein measurement	http://www.ebi.ac.uk/efo/EFO_0004611, http://www.ebi.ac.uk/efo/EFO_0004458	GCST003679	Genome-wide genotyping array
2017-02-25	27286809	Ligthart S	2016-06-10	BMC Genomics	www.ncbi.nlm.nih.gov/pubmed/27286809	Bivariate genome-wide association study identifies novel pleiotropic loci for lipids and inflammation.	C-reactive protein levels or total cholesterol levels (pleiotropy)	65,000 individuals (C-reactive protein), 100,184 individuals (total cholesterol)	NA	NR [2501549] (imputed)	20	total cholesterol measurement, C-reactive protein measurement	http://www.ebi.ac.uk/efo/EFO_0004574, http://www.ebi.ac.uk/efo/EFO_0004458	GCST003678	Genome-wide genotyping array
2017-05-23	28247064	Deming Y	2017-02-28	Acta Neuropathol	www.ncbi.nlm.nih.gov/pubmed/28247064	Genome-wide association study identifies four novel loci associated with Alzheimer's endophenotypes and disease modifiers.	Cerebrospinal fluid AB1-42 levels	3,146 individuals	NA	Illumina [7358575] (imputed)	16	beta-amyloid 1-42 measurement	http://www.ebi.ac.uk/efo/EFO_0004670	GCST004069	Genome-wide genotyping array
2017-05-23	28247064	Deming Y	2017-02-28	Acta Neuropathol	www.ncbi.nlm.nih.gov/pubmed/28247064	Genome-wide association study identifies four novel loci associated with Alzheimer's endophenotypes and disease modifiers.	Cerebrospinal P-tau181p levels	3,146 individuals	NA	Illumina [7358575] (imputed)	22	p-tau measurement	http://www.ebi.ac.uk/efo/EFO_0004763	GCST004070	Genome-wide genotyping array
2017-05-23	28247064	Deming Y	2017-02-28	Acta Neuropathol	www.ncbi.nlm.nih.gov/pubmed/28247064	Genome-wide association study identifies four novel loci associated with Alzheimer's endophenotypes and disease modifiers.	Cerebrospinal T-tau levels	3,146 individuals	NA	Illumina [7358575] (imputed)	19	t-tau measurement	http://www.ebi.ac.uk/efo/EFO_0004760	GCST004071	Genome-wide genotyping array
2017-06-13	28232668	Yu Y	2017-02-24	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/28232668	Genome-wide analyses of non-syndromic cleft lip with palate identify 14 novel loci and genetic heterogeneity.	Nonsyndromic cleft lip with cleft palate	2,033 Han Chinese ancestry cases, 4,051 Han Chinese ancestry controls	1,346 Han Chinese ancestry cases, 4,542 Han Chinese ancestry controls	Illumina [803202]	56	cleft palate, cleft lip	http://purl.obolibrary.org/obo/HP_0000175, http://www.ebi.ac.uk/efo/EFO_0003959	GCST004166	Genome-wide genotyping array
2017-05-11	27992416	Lane JM	2016-12-19	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/27992416	Genome-wide association analyses of sleep disturbance traits identify new loci and highlight shared genetics with neuropsychiatric and metabolic traits.	Excessive daytime sleepiness	111,648 European ancestry individuals	NA	Affymetrix [up to 73355677] (imputed)	13	excessive daytime sleepiness measurement	http://www.ebi.ac.uk/efo/EFO_0007875	GCST003979	Genome-wide genotyping array
2017-05-11	27992416	Lane JM	2016-12-19	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/27992416	Genome-wide association analyses of sleep disturbance traits identify new loci and highlight shared genetics with neuropsychiatric and metabolic traits.	Sleep duration	111,975 European ancestry individuals	NA	Affymetrix [up to 73355677] (imputed)	8	sleep duration	http://www.ebi.ac.uk/efo/EFO_0005271	GCST003980	Genome-wide genotyping array
2017-05-11	27992416	Lane JM	2016-12-19	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/27992416	Genome-wide association analyses of sleep disturbance traits identify new loci and highlight shared genetics with neuropsychiatric and metabolic traits.	Sleep traits (multi-trait analysis)	At least 112,586 European ancestry individuals	NA	Affymetrix [up to 73355677] (imputed)	6	sleep duration, circadian rhythm, excessive daytime sleepiness measurement, insomnia measurement	http://www.ebi.ac.uk/efo/EFO_0005271, http://www.ebi.ac.uk/efo/EFO_0004354, http://www.ebi.ac.uk/efo/EFO_0007875, http://www.ebi.ac.uk/efo/EFO_0007876	GCST003982	Genome-wide genotyping array
2017-05-11	27992416	Lane JM	2016-12-19	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/27992416	Genome-wide association analyses of sleep disturbance traits identify new loci and highlight shared genetics with neuropsychiatric and metabolic traits.	Insomnia	up to 12,674 European ancestry male cases, up to 19,481 European ancestry female cases, up to 16,009 European ancestry male controls, up to 10,964 European ancestry female controls,	NA	Affymetrix [up to 73355677] (imputed)	8	insomnia measurement	http://www.ebi.ac.uk/efo/EFO_0007876	GCST003981	Genome-wide genotyping array
2017-02-02	26656879	Yu H	2015-12-09	Schizophr Bull	www.ncbi.nlm.nih.gov/pubmed/26656879	Genome-Wide Association Study Suggested the PTPRD Polymorphisms Were Associated With Weight Gain Effects of Atypical Antipsychotic Medications.	Antipsychotic drug-induced weight gain in schizophrenia	534 Han Chinese ancestry individuals	547 East Asian ancestry individuals	Illumina [495371]	0	schizophrenia, antipsychotic drug related weight gain	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0004567	GCST003579	Genome-wide genotyping array
2017-06-15	28193307	Lin BD	2017-02-14	Twin Res Hum Genet	www.ncbi.nlm.nih.gov/pubmed/28193307	Heritability and GWAS Studies for Monocyte-Lymphocyte Ratio.	Monocyte-lymphocyte ratio	5,892 Dutch ancestry individuals	NA	Affymetrix, Illumina, Perlegen [5987253] (imputed)	3	monocyte:lymphocyte ratio	http://www.ebi.ac.uk/efo/EFO_0007956	GCST004170	Genome-wide genotyping array
2017-06-12	28193307	Lin BD	2017-02-14	Twin Res Hum Genet	www.ncbi.nlm.nih.gov/pubmed/28193307	Heritability and GWAS Studies for Monocyte-Lymphocyte Ratio.	Monocyte count	5,892 Dutch ancestry individuals	NA	Affymetrix, Illumina, Perlegen [5987253] (imputed)	5	monocyte count	http://www.ebi.ac.uk/efo/EFO_0005091	GCST004164	Genome-wide genotyping array
2017-02-24	27225129	Okbay A	2016-05-26	Nature	www.ncbi.nlm.nih.gov/pubmed/27225129	Genome-wide association study identifies 74 loci associated with educational attainment.	Educational attainment (years of education)	405,072 European ancestry individuals	NA	Affymetrix, Illumina, Perlegen [~ 9300000] (imputed)	162	self reported educational attainment	http://www.ebi.ac.uk/efo/EFO_0004784	GCST003676	Genome-wide genotyping array
2017-02-25	27225129	Okbay A	2016-05-26	Nature	www.ncbi.nlm.nih.gov/pubmed/27225129	Genome-wide association study identifies 74 loci associated with educational attainment.	Educational attainment (college completion)	280,007 European ancestry individuals	NA	Affymetrix, Illumina, Perlegen [~ 9300000] (imputed)	34	self reported educational attainment	http://www.ebi.ac.uk/efo/EFO_0004784	GCST003677	Genome-wide genotyping array
2017-03-20	27629369	Gao J	2016-09-15	Neuropsychopharmacology	www.ncbi.nlm.nih.gov/pubmed/27629369	Genome-Wide Association Study of Loneliness Demonstrates a Role for Common Variation.	Loneliness (multivariate analysis)	8,490 European ancestry individuals, 1,228 African American individuals, 867 Hispanic American individuals, 175 individuals	NA	Illumina [7205781] (imputed)	19	loneliness measurement	http://www.ebi.ac.uk/efo/EFO_0007865	GCST003773	Genome-wide genotyping array
2017-03-20	27629369	Gao J	2016-09-15	Neuropsychopharmacology	www.ncbi.nlm.nih.gov/pubmed/27629369	Genome-Wide Association Study of Loneliness Demonstrates a Role for Common Variation.	Loneliness	2,075 European ancestry cases, 3,875 European ancestry controls, 427 African American cases, 398 African American controls, 294 Hispanic cases, 327 Hispanic controls, 57 cases, 73 controls	NA	Illumina [7176022] (imputed)	22	loneliness measurement	http://www.ebi.ac.uk/efo/EFO_0007865	GCST003771	Genome-wide genotyping array
2017-03-20	27629369	Gao J	2016-09-15	Neuropsychopharmacology	www.ncbi.nlm.nih.gov/pubmed/27629369	Genome-Wide Association Study of Loneliness Demonstrates a Role for Common Variation.	Loneliness (linear analysis)	8,490 European ancestry individuals, 1,228 African American individuals, 867 Hispanic American individuals, 175 individuals	NA	Illumina [7205781] (imputed)	18	loneliness measurement	http://www.ebi.ac.uk/efo/EFO_0007865	GCST003772	Genome-wide genotyping array
2017-05-12	27997041	Traylor M	2016-12-20	Ann Neurol	www.ncbi.nlm.nih.gov/pubmed/27997041	Genetic variation at 16q24.2 is associated with small vessel stroke.	Ischemic stroke	10,210 European ancestry cases, 12,285 European ancestry controls	7,743 European ancestry cases, 17,970 European ancestry controls	Affymetrix, Illumina [NR] (imputed)	7	Ischemic stroke	http://purl.obolibrary.org/obo/HP_0002140	GCST004023	Genome-wide genotyping array
2017-05-12	27997041	Traylor M	2016-12-20	Ann Neurol	www.ncbi.nlm.nih.gov/pubmed/27997041	Genetic variation at 16q24.2 is associated with small vessel stroke.	Ischemic stroke (cardioembolic)	1,715 European ancestry cases, 12,285 European ancestry controls	3,101 European ancestry cases, 38,443 European ancestry controls	Affymetrix, Illumina [NR] (imputed)	0	cardioembolic stroke	http://www.ebi.ac.uk/efo/EFO_1001976	GCST004021	Genome-wide genotyping array
2017-05-12	27997041	Traylor M	2016-12-20	Ann Neurol	www.ncbi.nlm.nih.gov/pubmed/27997041	Genetic variation at 16q24.2 is associated with small vessel stroke.	Small vessel stroke	2,275 European ancestry cases, 12,285 European ancestry controls	1,928 European ancestry cases, 38,443 European ancestry controls	Affymetrix, Illumina [NR] (imputed)	1	small vessel stroke	http://www.ebi.ac.uk/efo/EFO_1001504	GCST004020	Genome-wide genotyping array
2017-05-12	27997041	Traylor M	2016-12-20	Ann Neurol	www.ncbi.nlm.nih.gov/pubmed/27997041	Genetic variation at 16q24.2 is associated with small vessel stroke.	Large artery stroke	1,877 European ancestry cases, 12,285 European ancestry controls	1,130 European ancestry cases, 17,970 European ancestry controls	Affymetrix, Illumina [NR] (imputed)	5	large artery stroke	http://www.ebi.ac.uk/efo/EFO_0005524	GCST004022	Genome-wide genotyping array
2017-05-26	28223688	Bjornsdottir G	2017-02-22	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/28223688	Sequence variant at 8q24.21 associates with sciatica caused by lumbar disc herniation.	Sciatica caused by lumbar disc herniation (treated with microdiscectomy)	3,097 Icelandic ancestry cases, 1,651 non-array typed, familial imputed Icelandic ancestry cases, 132,966 Icelandic ancestry controls, 149,624 non-array typed, familial imputed Icelandic ancestry controls	NR	Illumina [21568490] (imputed)	1	lumbar disc herniation, Sciatica, LDH-related sciatica symptom severity measurement	http://www.ebi.ac.uk/efo/EFO_1002005, http://purl.obolibrary.org/obo/HP_0011868, http://www.ebi.ac.uk/efo/EFO_0007941	GCST004098	Genome-wide genotyping array
2017-01-27	27098658	Muller-Calleja N	2016-04-21	Thromb Haemost	www.ncbi.nlm.nih.gov/pubmed/27098658	Antiphospholipid antibodies in a large population-based cohort: genome-wide associations and effects on monocyte gene expression.	Presence of antiphospholipid antibodies	4,163 German ancestry individuals	NA	Affymetrix [at least 662405]	12	antiphospholipid antibody measurement	http://www.ebi.ac.uk/efo/EFO_0005200	GCST003563	Genome-wide genotyping array
2016-12-05	27207532	Roshandel D	2016-04-12	Diabetes	www.ncbi.nlm.nih.gov/pubmed/27207532	New Locus for Skin Intrinsic Fluorescence in Type 1 Diabetes Also Associated With Blood and Skin Glycated Proteins.	Skin fluorescence in type 1 diabetes	1,359 European ancestry cases	NA	Illumina [7735748] (imputed)	1	skin fluorescence measurement, type I diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0005766, http://www.ebi.ac.uk/efo/EFO_0001359	GCST003418	Genome-wide genotyping array
2016-12-06	27207650	Schmit SL	2016-04-18	Carcinogenesis	www.ncbi.nlm.nih.gov/pubmed/27207650	Genome-wide association study of colorectal cancer in Hispanics.	Colorectal cancer	1,611 Hispanic cases, 4,330 Hispanic controls	NA	Illumina [9875636] (imputed)	7	colorectal cancer	http://www.ebi.ac.uk/efo/EFO_0005842	GCST003420	Genome-wide genotyping array
2017-03-31	27770449	Tamm R	2016-10-22	Clin Pharmacol Ther	www.ncbi.nlm.nih.gov/pubmed/27770449	Polymorphic variation in TPMT is the principal determinant of TPMT phenotype: A meta-analysis of three genome-wide association studies.	Thiopurine S-methyltransferase activity	844 European ancestry individuals (blood measurement), 123 European ancestry individuals (liver measurement), 245 acute lymphoblastic leukemia cases (blood measurement)	NA	Illumina [at least 7481872] (imputed)	4	thiopurine methyltransferase activity measurement	http://www.ebi.ac.uk/efo/EFO_0007852	GCST003841	Genome-wide genotyping array
2017-05-11	28017375	van Rooij FJA	2016-12-22	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/28017375	Genome-wide Trans-ethnic Meta-analysis Identifies Seven Genetic Loci Influencing Erythrocyte Traits and a Role for RBPMS in Erythropoiesis.	Mean corpuscular volume	up to 29,946 European ancestry individuals, up to 6150 African American individuals, 15,074 East Asian individuals.	16,389 individuals of European and African American ancestry.	NR [2500000] (imputed)	58	mean corpuscular volume	http://www.ebi.ac.uk/efo/EFO_0004526	GCST004004	Genome-wide genotyping array
2017-05-11	28017375	van Rooij FJA	2016-12-22	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/28017375	Genome-wide Trans-ethnic Meta-analysis Identifies Seven Genetic Loci Influencing Erythrocyte Traits and a Role for RBPMS in Erythropoiesis.	Hemoglobin levels	up to 40,258 European ancestry individuals, 16,128 African American individuals, up to 15,252 East Asian ancestry individuals.	16,389 European and African American individuals	Affymetrix, Illumina [2500000] (imputed)	14	hemoglobin measurement	http://www.ebi.ac.uk/efo/EFO_0004509	GCST004005	Genome-wide genotyping array
2017-05-11	28017375	van Rooij FJA	2016-12-22	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/28017375	Genome-wide Trans-ethnic Meta-analysis Identifies Seven Genetic Loci Influencing Erythrocyte Traits and a Role for RBPMS in Erythropoiesis.	Mean corpuscular hemoglobin concentration	up to 21,020 European ancestry individuals, up to 3,621 African American individuals, up to 15,062 East Asian individuals.	16,389 European and African American individuals.	NR [2500000] (imputed)	20	mean corpuscular hemoglobin concentration	http://www.ebi.ac.uk/efo/EFO_0004528	GCST004007	Genome-wide genotyping array
2017-05-11	28017375	van Rooij FJA	2016-12-22	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/28017375	Genome-wide Trans-ethnic Meta-analysis Identifies Seven Genetic Loci Influencing Erythrocyte Traits and a Role for RBPMS in Erythropoiesis.	Red blood cell count	up to 40,258 European ancestry individuals, up to 16,128 African American individuals, up to 15,252 East Asian individuals.	16,389 individuals of European and African American ancestry.	NR [2500000] (imputed)	20	erythrocyte count	http://www.ebi.ac.uk/efo/EFO_0004305	GCST004008	Genome-wide genotyping array
2017-05-11	28017375	van Rooij FJA	2016-12-22	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/28017375	Genome-wide Trans-ethnic Meta-analysis Identifies Seven Genetic Loci Influencing Erythrocyte Traits and a Role for RBPMS in Erythropoiesis.	Mean corpuscular hemoglobin	up to 21,020 European ancestry individuals, up to 3,621 African American individuals, up to 15,062 East Asian individuals.	16,389 individuals of European and African American ancestry.	NR [2500000] (imputed)	39	mean corpuscular hemoglobin	http://www.ebi.ac.uk/efo/EFO_0004527	GCST004006	Genome-wide genotyping array
2017-05-11	28017375	van Rooij FJA	2016-12-22	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/28017375	Genome-wide Trans-ethnic Meta-analysis Identifies Seven Genetic Loci Influencing Erythrocyte Traits and a Role for RBPMS in Erythropoiesis.	Hematocrit	up to 40,258 European ancestry individuals, up to 16,128 African American individuals, up to 15,252 East Asian ancestry individuals.	16,389 European and African American individuals	NR [2500000] (imputed)	15	hematocrit	http://www.ebi.ac.uk/efo/EFO_0004348	GCST004003	Genome-wide genotyping array
2017-06-02	28073927	Springelkamp H	2017-01-10	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/28073927	New insights into the genetics of primary open-angle glaucoma based on meta-analyses of intraocular pressure and optic disc characteristics.	Optic cup area	20,353 European ancestry individuals, 2,131 Erasmus Rucphen (founder/genetic isolate) individuals	7,333 Asian ancestry individuals	Affymetrix, Illumina [~ 8000000] (imputed)	47	optic cup area measurement	http://www.ebi.ac.uk/efo/EFO_0006940	GCST004137	Genome-wide genotyping array
2017-05-24	28073927	Springelkamp H	2017-01-10	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/28073927	New insights into the genetics of primary open-angle glaucoma based on meta-analyses of intraocular pressure and optic disc characteristics.	Vertical cup-disc ratio	21,768 European ancestry individuals, 2,131 Erasmus Rucphen (founder/genetic isolate) individuals	8,168 Asian ancestry individuals	Affymetrix, Illumina [~ 8000000] (imputed)	46	cup-to-disc ratio measurement	http://www.ebi.ac.uk/efo/EFO_0006939	GCST004075	Genome-wide genotyping array
2017-05-24	28073927	Springelkamp H	2017-01-10	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/28073927	New insights into the genetics of primary open-angle glaucoma based on meta-analyses of intraocular pressure and optic disc characteristics.	Optic disc area	20,373 European ancestry individuals, 2,131 Erasmus Rucphen (founder/genetic isolate) individuals	7,302 Asian ancestry individuals	Affymetrix, Illumina [~ 8000000] (imputed)	32	optic disc area measurement	http://www.ebi.ac.uk/efo/EFO_0006937	GCST004076	Genome-wide genotyping array
2017-05-24	28073927	Springelkamp H	2017-01-10	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/28073927	New insights into the genetics of primary open-angle glaucoma based on meta-analyses of intraocular pressure and optic disc characteristics.	Intraocular pressure	25,916 European ancestry individuals, 1,073 Orcadian (founder/genetic isolate) individuals, 2,589 Erasmus Rucphen (founder/genetic isolate) individuals	8,352 Asian ancestry individuals	Affymetrix, Illumina [~ 8000000] (imputed)	17	intraocular pressure measurement	http://www.ebi.ac.uk/efo/EFO_0004695	GCST004074	Genome-wide genotyping array
2017-03-31	27702941	Cornelis MC	2016-10-03	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/27702941	Genome-wide association study of caffeine metabolites provides new insights to caffeine metabolism and dietary caffeine-consumption behavior.	Caffeine metabolism (plasma 1,3,7-trimethyluric acid level)	3,562 European ancestry individuals		Illumina [~ 31000000] (imputed)	0	caffeine metabolite measurement	http://www.ebi.ac.uk/efo/EFO_0007872	GCST003850	Genome-wide genotyping array
2017-03-31	27702941	Cornelis MC	2016-10-03	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/27702941	Genome-wide association study of caffeine metabolites provides new insights to caffeine metabolism and dietary caffeine-consumption behavior.	Caffeine metabolism (plasma 1,7-dimethylxanthine (paraxanthine) level)	5,353 European ancestry individuals	833 European ancestry individuals	Illumina [~ 31000000] (imputed)	2	caffeine metabolite measurement	http://www.ebi.ac.uk/efo/EFO_0007872	GCST003847	Genome-wide genotyping array
2017-03-31	27702941	Cornelis MC	2016-10-03	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/27702941	Genome-wide association study of caffeine metabolites provides new insights to caffeine metabolism and dietary caffeine-consumption behavior.	Caffeine metabolism (plasma 3,7-dimethylxanthine (theobromine) level)	8,911 European ancestry individuals	824 European ancestry individuals	Illumina [~ 31000000] (imputed)	1	caffeine metabolite measurement	http://www.ebi.ac.uk/efo/EFO_0007872	GCST003849	Genome-wide genotyping array
2017-03-31	27702941	Cornelis MC	2016-10-03	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/27702941	Genome-wide association study of caffeine metabolites provides new insights to caffeine metabolism and dietary caffeine-consumption behavior.	Caffeine metabolism (plasma 1,3,7-trimethylxanthine (caffeine) level)	9,054 European ancestry individuals	822 European ancestry individuals	Illumina [~ 31000000] (imputed)	11	caffeine metabolite measurement	http://www.ebi.ac.uk/efo/EFO_0007872	GCST003846	Genome-wide genotyping array
2017-03-31	27702941	Cornelis MC	2016-10-03	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/27702941	Genome-wide association study of caffeine metabolites provides new insights to caffeine metabolism and dietary caffeine-consumption behavior.	Caffeine metabolism (plasma 1,3-dimethylxanthine (theophylline) level)	5,261 European ancestry individuals	826 European ancestry individuals	Illumina [~ 31000000] (imputed)	4	caffeine metabolite measurement	http://www.ebi.ac.uk/efo/EFO_0007872	GCST003848	Genome-wide genotyping array
2017-03-31	27702941	Cornelis MC	2016-10-03	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/27702941	Genome-wide association study of caffeine metabolites provides new insights to caffeine metabolism and dietary caffeine-consumption behavior.	Caffeine metabolism (plasma 1,7-dimethylxanthine (paraxanthine) to 1,3,7-trimethylxanthine (caffeine) ratio)	5,323 European ancestry individuals	824 European ancestry individuals	Illumina [~ 31000000] (imputed)	31	caffeine metabolite measurement	http://www.ebi.ac.uk/efo/EFO_0007872	GCST003851	Genome-wide genotyping array
2017-05-22	28095793	Chittoor G	2017-01-17	BMC Med Genet	www.ncbi.nlm.nih.gov/pubmed/28095793	Genetic variation underlying renal uric acid excretion in Hispanic children: the Viva La Familia Study.	Glomerular load of uric acid	768 Hispanic children from 260 families		Illumina [899892]	1	uric acid measurement	http://www.ebi.ac.uk/efo/EFO_0004761	GCST004054	Genome-wide genotyping array
2017-05-22	28095793	Chittoor G	2017-01-17	BMC Med Genet	www.ncbi.nlm.nih.gov/pubmed/28095793	Genetic variation underlying renal uric acid excretion in Hispanic children: the Viva La Familia Study.	Uric acid clearance	768 Hispanic children from 260 families		Illumina [899892]	3	uric acid measurement	http://www.ebi.ac.uk/efo/EFO_0004761	GCST004058	Genome-wide genotyping array
2017-05-22	28095793	Chittoor G	2017-01-17	BMC Med Genet	www.ncbi.nlm.nih.gov/pubmed/28095793	Genetic variation underlying renal uric acid excretion in Hispanic children: the Viva La Familia Study.	Fractional excretion of uric acid	768 Hispanic children from 260 families		Illumina [899892]	1	uric acid measurement	http://www.ebi.ac.uk/efo/EFO_0004761	GCST004055	Genome-wide genotyping array
2017-05-22	28095793	Chittoor G	2017-01-17	BMC Med Genet	www.ncbi.nlm.nih.gov/pubmed/28095793	Genetic variation underlying renal uric acid excretion in Hispanic children: the Viva La Familia Study.	Creatinine clearance	768 Hispanic children from 260 families		Illumina [899892]	1	creatinine clearance measurement	http://www.ebi.ac.uk/efo/EFO_0007934	GCST004057	Genome-wide genotyping array
2017-05-22	28095793	Chittoor G	2017-01-17	BMC Med Genet	www.ncbi.nlm.nih.gov/pubmed/28095793	Genetic variation underlying renal uric acid excretion in Hispanic children: the Viva La Familia Study.	Urinary uric acid to urinary creatinine ratio	768 Hispanic children from 260 families		Illumina [899892]	2	urinary uric acid to creatinine ratio	http://www.ebi.ac.uk/efo/EFO_0007935	GCST004056	Genome-wide genotyping array
2017-08-07	28346442	Phelan CM	2017-03-27	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28346442	Identification of 12 new susceptibility loci for different histotypes of epithelial ovarian cancer.	Low-grade serous and serous borderline ovarian cancer	2,966 European ancestry cases, 40,941 European ancestry controls	NA	Illumina [11595112] (imputed)	12	ovarian serous carcinoma	http://www.ebi.ac.uk/efo/EFO_1001516	GCST004481	Genome-wide genotyping array
2017-08-03	28346442	Phelan CM	2017-03-27	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28346442	Identification of 12 new susceptibility loci for different histotypes of epithelial ovarian cancer.	Ovarian cancer in BRCA2 mutation carriers	954 European ancestry carrier cases, 11,458 European ancestry carrier controls	NA	Illumina [11595112] (imputed)	2	carrier status, ovarian carcinoma	http://www.ebi.ac.uk/efo/EFO_0007658, http://www.ebi.ac.uk/efo/EFO_0001075	GCST004416	Genome-wide genotyping array
2017-08-04	28346442	Phelan CM	2017-03-27	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28346442	Identification of 12 new susceptibility loci for different histotypes of epithelial ovarian cancer.	Epithelial ovarian cancer	16,924 European ancestry cases, 68,502 European ancestry controls	NA	Illumina [11595112] (imputed)	23	ovarian carcinoma	http://www.ebi.ac.uk/efo/EFO_0001075	GCST004462	Genome-wide genotyping array
