EFO URI,STUDY ACCESSION,PUBMEDID,ASSOCIATION COUNT
http://www.ebi.ac.uk/efo/efo_0000729,GCST000311,19122664,12
http://www.ebi.ac.uk/efo/efo_0000249,GCST000310,19118814,3
http://www.ebi.ac.uk/efo/efo_0002609,GCST000309,19116933,1
http://www.ebi.ac.uk/efo/efo_0001663,GCST000307,19117981,1
http://www.ebi.ac.uk/efo/efo_0000765,GCST000308,19115949,3
http://www.ebi.ac.uk/efo/efo_0004325,GCST000306,19114657,1
http://www.ebi.ac.uk/efo/efo_0004584,GCST000305,19110211,3
http://www.ebi.ac.uk/efo/efo_0003761,GCST000304,19107115,1
http://www.ebi.ac.uk/efo/efo_0004365,GCST000273,18957941,5
http://www.ebi.ac.uk/efo/efo_0004339,GCST000272,19030899,1
http://www.ebi.ac.uk/efo/efo_0000692,GCST000271,19023125,6
http://www.ebi.ac.uk/efo/efo_0008358,GCST000271,19023125,6
http://www.ebi.ac.uk/efo/efo_0005842,GCST000270,19011631,4
http://www.ebi.ac.uk/efo/efo_0003885,GCST000269,19010793,10
http://www.ebi.ac.uk/efo/efo_0003885,GCST000266,19010793,11
http://www.ebi.ac.uk/efo/efo_0003885,GCST000265,19010793,4
http://www.ebi.ac.uk/efo/efo_0003885,GCST000268,19010793,5
http://www.ebi.ac.uk/efo/efo_0003885,GCST000267,19010793,8
http://www.ebi.ac.uk/efo/efo_0004847,GCST000267,19010793,8
http://www.ebi.ac.uk/efo/efo_0003870,GCST000262,18997786,4
http://www.ebi.ac.uk/efo/efo_0003761,GCST000293,19065144,0
http://www.ebi.ac.uk/efo/efo_0004612,GCST000290,19060906,14
http://www.ebi.ac.uk/efo/efo_0004612,GCST000288,19060911,10
http://www.ebi.ac.uk/efo/efo_0004530,GCST000289,19060911,8
http://www.ebi.ac.uk/efo/efo_0004611,GCST000282,19060911,12
http://www.ebi.ac.uk/efo/efo_0004574,GCST000285,19060911,15
http://www.ebi.ac.uk/efo/efo_0000729,GCST000243,18836448,2
http://www.ebi.ac.uk/efo/efo_0004531,GCST000242,18834626,3
http://www.ebi.ac.uk/efo/efo_0000712,GCST000239,18991354,1
http://www.ebi.ac.uk/efo/efo_0004529,GCST000241,19802338,0
http://www.ebi.ac.uk/efo/efo_0004612,GCST000240,20031538,3
http://www.ebi.ac.uk/efo/efo_0000768,GCST000238,18835860,1
http://www.ebi.ac.uk/efo/efo_0000249,GCST000237,18823527,2
http://www.ebi.ac.uk/efo/efo_0000614,GCST000236,18820697,1
http://www.ebi.ac.uk/efo/efo_0003888,GCST000235,18821564,2
http://www.ebi.ac.uk/efo/efo_0004611,GCST000234,18802019,2
http://www.ebi.ac.uk/efo/efo_0000249,GCST000183,18449908,0
http://www.ebi.ac.uk/efo/efo_0003923,GCST000182,18455228,2
http://www.ebi.ac.uk/efo/efo_0003923,GCST000180,18445777,8
http://www.ebi.ac.uk/efo/efo_0003923,GCST000181,18445777,6
http://www.ebi.ac.uk/efo/efo_0004458,GCST000179,18439552,3
http://www.ebi.ac.uk/efo/efo_0004458,GCST000178,18439548,7
http://www.ebi.ac.uk/efo/efo_0004869,GCST000177,18403759,1
http://www.ebi.ac.uk/efo/efo_0004339,GCST000176,18391950,18
http://www.ebi.ac.uk/efo/efo_0004339,GCST000174,18391952,20
http://www.ebi.ac.uk/efo/efo_0004339,GCST000175,18391951,52
http://www.ebi.ac.uk/efo/efo_0000756,GCST000198,18488026,1
http://www.ebi.ac.uk/efo/efo_0003924,GCST000190,18483556,7
http://www.ebi.ac.uk/efo/efo_0003924,GCST000191,18483556,7
http://www.ebi.ac.uk/efo/efo_0007937,GCST000189,18464913,49
http://www.ebi.ac.uk/efo/efo_0000621,GCST000188,18463370,1
http://www.ebi.ac.uk/efo/efo_0000305,GCST000187,18463975,1
http://www.ebi.ac.uk/efo/efo_0004616,GCST000186,18471798,2
http://www.ebi.ac.uk/efo/efo_0004342,GCST000184,18454146,4
http://www.ebi.ac.uk/efo/efo_0004530,GCST000184,18454146,4
http://www.ebi.ac.uk/efo/efo_0004612,GCST000184,18454146,4
http://www.ebi.ac.uk/efo/efo_0004340,GCST000185,18454148,2
http://www.ebi.ac.uk/efo/efo_0000676,GCST000173,18369459,3
http://www.ebi.ac.uk/efo/efo_0003768,GCST000171,18385739,1
http://www.ebi.ac.uk/efo/efo_0001071,GCST000172,18385676,3
http://www.ebi.ac.uk/efo/efo_0001071,GCST000170,18385738,1
http://www.ebi.ac.uk/efo/efo_0001360,GCST000167,18372903,16
http://www.ebi.ac.uk/efo/efo_0005842,GCST000168,18372901,3
http://www.ebi.ac.uk/efo/efo_0005842,GCST000169,18372905,5
http://www.ebi.ac.uk/efo/efo_0004779,GCST000166,18360741,0
http://www.ebi.ac.uk/efo/efo_0000676,GCST000165,18364390,2
http://www.ebi.ac.uk/efo/efo_0000692,GCST000164,18347602,6
http://www.ebi.ac.uk/efo/efo_0000571,GCST000223,18729187,0
http://www.ebi.ac.uk/efo/efo_0004579,GCST000222,18846228,2
http://www.ebi.ac.uk/efo/efo_0001360,GCST000219,18711367,1
http://www.ebi.ac.uk/efo/efo_0000289,GCST000220,18711365,21
http://www.ebi.ac.uk/efo/efo_0001360,GCST000221,18711366,3
http://www.orpha.net/ordo/orphanet_797,GCST000218,19165924,0
http://www.ebi.ac.uk/efo/efo_0000685,GCST000217,18668548,2
http://www.ebi.ac.uk/efo/efo_0002690,GCST000216,19165918,8
http://www.ebi.ac.uk/efo/efo_0000692,GCST000215,18677311,3
http://www.ebi.ac.uk/efo/efo_0004270,GCST000214,18660810,2
http://www.ebi.ac.uk/efo/efo_0001071,GCST000233,18780872,1
http://www.ebi.ac.uk/efo/efo_0000292,GCST000231,18794855,2
http://www.ebi.ac.uk/efo/efo_0000685,GCST000232,18794853,9
http://www.ebi.ac.uk/efo/efo_0004238,GCST000230,18760390,0
http://www.ebi.ac.uk/efo/efo_0004844,GCST000229,18776929,1
http://www.ebi.ac.uk/efo/efo_0004620,GCST000228,18776911,1
http://www.ebi.ac.uk/efo/efo_0004761,GCST000227,18759275,7
http://www.ebi.ac.uk/efo/efo_0004257,GCST000226,18762592,3
http://www.ebi.ac.uk/efo/efo_0000095,GCST000224,18758461,6
http://www.ebi.ac.uk/efo/efo_0003767,GCST000225,18758464,6
http://www.ebi.ac.uk/efo/efo_0001663,GCST000152,18264097,12
http://www.ebi.ac.uk/efo/efo_0001663,GCST000154,18264096,7
http://www.ebi.ac.uk/efo/efo_0004611,GCST000151,18262040,3
http://www.ebi.ac.uk/efo/efo_0004576,GCST000150,18245381,2
http://www.ebi.ac.uk/efo/efo_0004863,GCST000148,18239089,1
http://www.ebi.ac.uk/efo/efo_0004863,GCST000149,18239089,1
http://www.ebi.ac.uk/efo/efo_0003768,GCST000147,18227835,0
http://www.ebi.ac.uk/efo/efo_0003949,GCST000146,18252221,1
http://www.ebi.ac.uk/efo/efo_0004337,GCST000145,18067574,0
http://www.ebi.ac.uk/efo/efo_0002690,GCST000142,18204446,6
http://purl.obolibrary.org/obo/go_0036273,GCST000213,18650507,1
http://www.orpha.net/ordo/orphanet_797,GCST000212,18723019,1
http://www.ebi.ac.uk/efo/efo_0000384,GCST000212,18723019,1
http://www.ebi.ac.uk/efo/efo_0004653,GCST000211,18615156,8
http://www.ebi.ac.uk/efo/efo_0004520,GCST000210,18604267,4
http://www.ebi.ac.uk/efo/efo_0004259,GCST000209,18594024,1
http://purl.obolibrary.org/obo/go_0036270,GCST000208,18591461,1
http://www.ebi.ac.uk/efo/efo_0000384,GCST000207,18587394,30
http://www.ebi.ac.uk/efo/efo_0002609,GCST000206,18576341,1
http://www.ebi.ac.uk/efo/efo_0004465,GCST000205,18451265,1
http://purl.obolibrary.org/obo/go_0061476,GCST000204,18535201,3
http://www.ebi.ac.uk/efo/efo_0000692,GCST000163,18332876,1
http://www.ebi.ac.uk/efo/efo_0000305,GCST000162,18326623,1
http://www.ebi.ac.uk/efo/efo_0004531,GCST000161,18327256,1
http://www.ebi.ac.uk/efo/efo_0004531,GCST000160,18327257,1
http://www.ebi.ac.uk/efo/efo_0001073,GCST000159,18325910,0
http://www.ebi.ac.uk/efo/efo_0000289,GCST000158,18317468,0
http://www.ebi.ac.uk/efo/efo_0001060,GCST000157,18311140,8
http://www.ebi.ac.uk/efo/efo_0004701,GCST000156,18316681,0
http://www.ebi.ac.uk/efo/efo_0000692,GCST000155,18282107,1
http://www.ebi.ac.uk/efo/efo_0001663,GCST000153,18264098,2
http://www.ebi.ac.uk/efo/efo_0004465,GCST000202,18521185,1
http://www.ebi.ac.uk/efo/efo_0004319,GCST000203,18519826,0
http://purl.obolibrary.org/obo/go_0036287,GCST000200,18521090,0
http://purl.obolibrary.org/obo/go_0036287,GCST000201,18521091,6
http://www.ebi.ac.uk/efo/efo_0004296,GCST000199,18514160,1
http://www.ebi.ac.uk/efo/efo_0005842,GCST000053,17618284,1
http://www.ebi.ac.uk/efo/efo_0005842,GCST000052,17618283,1
http://www.ebi.ac.uk/efo/efo_0000275,GCST000051,17603472,2
http://www.ebi.ac.uk/efo/efo_0001663,GCST000050,17603485,2
http://www.ebi.ac.uk/efo/efo_0001360,GCST000049,17668382,2
http://www.ebi.ac.uk/efo/efo_0001060,GCST000048,17558408,2
http://www.ebi.ac.uk/efo/efo_0004257,GCST000063,17667963,1
http://www.ebi.ac.uk/efo/efo_0003885,GCST000062,17660530,6
http://www.ebi.ac.uk/efo/efo_0000270,GCST000061,17611496,1
http://www.ebi.ac.uk/efo/efo_0004338,GCST000060,17658951,3
http://www.ebi.ac.uk/efo/efo_0004343,GCST000060,17658951,3
http://www.ebi.ac.uk/efo/efo_0004340,GCST000060,17658951,3
http://www.ebi.ac.uk/efo/efo_0004270,GCST000058,17634447,1
http://purl.obolibrary.org/obo/go_0009615,GCST000059,17641165,0
http://www.ebi.ac.uk/efo/efo_0001645,GCST000057,17634449,7
http://www.ebi.ac.uk/efo/efo_0004270,GCST000056,17637780,3
http://www.ebi.ac.uk/efo/efo_0004210,GCST000055,17632509,1
http://www.ebi.ac.uk/efo/efo_0001359,GCST000054,17632545,4
http://www.ebi.ac.uk/efo/efo_0001360,GCST000074,17846125,0
http://www.ebi.ac.uk/efo/efo_0000253,GCST000072,17827064,1
http://www.ebi.ac.uk/efo/efo_0000685,GCST000070,17804836,3
http://www.ebi.ac.uk/efo/efo_0000384,GCST000071,17804789,3
http://www.ebi.ac.uk/efo/efo_0004576,GCST000069,17767159,3
http://www.ebi.ac.uk/efo/efo_0004339,GCST000068,17767157,1
http://www.ebi.ac.uk/efo/efo_0004235,GCST000067,17690259,1
http://www.ebi.ac.uk/efo/efo_0000384,GCST000066,17684544,3
http://www.ebi.ac.uk/efo/efo_0000253,GCST000065,17671248,0
http://www.ebi.ac.uk/efo/efo_0004997,GCST000064,17653210,1
http://www.ebi.ac.uk/efo/efo_0002690,GCST000143,18204447,1
http://www.ebi.ac.uk/efo/efo_0002690,GCST000144,18204098,9
http://www.ebi.ac.uk/efo/efo_0001359,GCST000141,18198356,1
http://purl.obolibrary.org/obo/go_0035456,GCST000140,18195134,0
http://www.ebi.ac.uk/efo/efo_0004530,GCST000138,18193044,9
http://www.ebi.ac.uk/efo/efo_0004612,GCST000133,18193044,6
http://www.ebi.ac.uk/efo/efo_0004611,GCST000134,18193044,7
http://www.ebi.ac.uk/efo/efo_0004339,GCST000136,18193045,5
http://www.ebi.ac.uk/efo/efo_0004530,GCST000137,18193046,4
http://www.ebi.ac.uk/efo/efo_0004611,GCST000131,18179892,3
http://www.ebi.ac.uk/efo/efo_0004531,GCST000130,18179892,1
http://www.ebi.ac.uk/efo/efo_0001073,GCST000129,18159244,1
http://www.ebi.ac.uk/efo/efo_0001663,GCST000128,18073375,0
http://www.ebi.ac.uk/efo/efo_0000253,GCST000127,18084291,3
http://www.ebi.ac.uk/efo/efo_0000253,GCST000126,18057069,1
http://www.ebi.ac.uk/efo/efo_0004225,GCST000125,18075462,1
http://www.ebi.ac.uk/efo/efo_0000249,GCST000124,17998437,1
http://www.ebi.ac.uk/efo/efo_0004342,GCST000084,17903300,2
http://www.ebi.ac.uk/efo/efo_0004618,GCST000083,17903293,21
http://www.ebi.ac.uk/efo/efo_0004533,GCST000083,17903293,21
http://www.ebi.ac.uk/efo/efo_0004790,GCST000083,17903293,21
http://www.ebi.ac.uk/efo/efo_0004684,GCST000083,17903293,21
http://www.ebi.ac.uk/efo/efo_0004735,GCST000083,17903293,21
http://www.ebi.ac.uk/efo/efo_0004789,GCST000083,17903293,21
http://www.ebi.ac.uk/efo/efo_0004458,GCST000083,17903293,21
http://www.ebi.ac.uk/efo/efo_0004749,GCST000083,17903293,21
http://www.ebi.ac.uk/efo/efo_0004570,GCST000083,17903293,21
http://www.ebi.ac.uk/efo/efo_0004631,GCST000083,17903293,21
http://www.ebi.ac.uk/efo/efo_0004467,GCST000073,17848626,0
http://www.ebi.ac.uk/efo/efo_0004468,GCST000073,17848626,0
http://www.ebi.ac.uk/efo/efo_0001360,GCST000073,17848626,0
http://www.ebi.ac.uk/efo/efo_0001360,GCST000075,17846124,0
http://www.ebi.ac.uk/efo/efo_0004531,GCST000123,17997608,1
http://www.ebi.ac.uk/efo/efo_0000685,GCST000122,17982456,2
http://www.ebi.ac.uk/efo/efo_0000249,GCST000121,17975299,1
http://www.ebi.ac.uk/efo/efo_0004795,GCST000116,17952075,2
http://www.ebi.ac.uk/efo/efo_0003949,GCST000120,17952075,1
http://www.ebi.ac.uk/efo/efo_0003949,GCST000117,17952075,3
http://www.ebi.ac.uk/efo/efo_0003924,GCST000118,17952075,4
http://www.ebi.ac.uk/efo/efo_0003963,GCST000119,17952075,3
http://www.ebi.ac.uk/efo/efo_0003924,GCST000115,17952075,1
http://www.ebi.ac.uk/efo/efo_0003784,GCST000114,17999355,3
http://www.ebi.ac.uk/efo/efo_0005842,GCST000113,17934461,1
http://www.ebi.ac.uk/efo/efo_0002690,GCST000112,17911428,0
http://www.ebi.ac.uk/efo/efo_0004340,GCST000090,17903300,3
http://www.ebi.ac.uk/efo/efo_0000249,GCST000046,17553421,1
http://www.ebi.ac.uk/efo/efo_0000384,GCST000039,17554261,9
http://www.ebi.ac.uk/efo/efo_0001359,GCST000038,17554260,12
http://www.ebi.ac.uk/efo/efo_0000305,GCST000036,17529973,1
http://www.ebi.ac.uk/efo/efo_0000305,GCST000035,17529967,6
http://www.ebi.ac.uk/efo/efo_0000305,GCST000037,17529974,2
http://www.ebi.ac.uk/efo/efo_0004735,GCST000034,17505501,0
http://purl.obolibrary.org/obo/go_0036288,GCST000034,17505501,0
http://www.ebi.ac.uk/efo/efo_0001360,GCST000027,17460697,3
http://www.ebi.ac.uk/efo/efo_0001360,GCST000024,17463248,10
http://www.ebi.ac.uk/efo/efo_0000384,GCST000023,17435756,4
http://www.ebi.ac.uk/efo/efo_0004340,GCST000022,17434869,1
http://www.ebi.ac.uk/efo/efo_0003768,GCST000021,17407593,0
http://www.ebi.ac.uk/efo/efo_0001663,GCST000019,17401366,3
http://www.ebi.ac.uk/efo/efo_0003884,GCST000020,17395743,1
http://www.ebi.ac.uk/efo/efo_0001663,GCST000017,17401363,2
http://www.ebi.ac.uk/efo/efo_0000249,GCST000018,17474819,1
http://www.ebi.ac.uk/efo/efo_0000692,GCST000016,17522711,1
http://www.orpha.net/ordo/orphanet_683,GCST000015,17357082,0
http://www.ebi.ac.uk/efo/efo_0000384,GCST000014,17447842,3
http://www.ebi.ac.uk/efo/efo_0000253,GCST000013,17362836,6
http://www.ebi.ac.uk/efo/efo_0001360,GCST000012,17293876,3
http://www.ebi.ac.uk/efo/efo_0001071,GCST000011,17223258,0
http://www.ebi.ac.uk/efo/efo_0003768,GCST000010,17158188,2
http://www.ebi.ac.uk/efo/efo_0003890,GCST000009,17099884,0
http://www.ebi.ac.uk/efo/efo_0003767,GCST000008,17068223,1
http://www.ebi.ac.uk/efo/efo_0004874,GCST000007,17053149,0
http://www.ebi.ac.uk/efo/efo_0000289,GCST000033,17486107,1
http://www.ebi.ac.uk/efo/efo_0000712,GCST000032,17434096,4
http://www.ebi.ac.uk/efo/efo_0001645,GCST000031,17478681,0
http://www.ebi.ac.uk/efo/efo_0000612,GCST000030,17478679,1
http://www.ebi.ac.uk/efo/efo_0004333,GCST000029,17470457,0
http://www.ebi.ac.uk/efo/efo_0001360,GCST000025,17463249,10
http://www.ebi.ac.uk/efo/efo_0001365,GCST000006,17053108,1
http://www.ebi.ac.uk/efo/efo_0002508,GCST000005,17052657,3
http://www.ebi.ac.uk/efo/efo_0004682,GCST000004,16648850,1
http://www.ebi.ac.uk/efo/efo_0001073,GCST000003,16614226,0
http://www.ebi.ac.uk/efo/efo_0002508,GCST000002,16252231,1
http://www.ebi.ac.uk/efo/efo_0001365,GCST000001,15761122,1
http://www.ebi.ac.uk/efo/efo_0004761,GCST001374,22229870,6
http://www.ebi.ac.uk/efo/efo_0000482,GCST001373,22232737,3
http://www.ebi.ac.uk/efo/efo_0000714,GCST001373,22232737,3
http://www.ebi.ac.uk/efo/efo_0000305,GCST001373,22232737,3
http://www.ebi.ac.uk/efo/efo_0000249,GCST001372,22245343,2
http://purl.obolibrary.org/obo/go_1901557,GCST001371,22228203,19
http://www.ebi.ac.uk/efo/efo_0004828,GCST001370,22219177,51
http://www.ebi.ac.uk/efo/efo_0001663,GCST001370,22219177,51
http://www.ebi.ac.uk/efo/efo_0001360,GCST001369,22238593,4
http://purl.obolibrary.org/obo/go_0097327,GCST001368,22864933,22
http://www.ebi.ac.uk/efo/efo_0004720,GCST001366,22210626,11
http://www.ebi.ac.uk/efo/efo_0004530,GCST001367,22171074,3
http://www.ebi.ac.uk/efo/efo_0004750,GCST006102,22205395,15
http://purl.obolibrary.org/obo/hp_0000483,GCST001339,22144915,6
http://www.ebi.ac.uk/efo/efo_0004226,GCST001334,22137330,6
http://www.ebi.ac.uk/efo/efo_0004309,GCST001337,22139419,56
http://www.ebi.ac.uk/efo/efo_0004584,GCST001335,22139419,29
http://www.ebi.ac.uk/efo/efo_0004703,GCST001336,22131368,0
http://www.ebi.ac.uk/efo/efo_0004704,GCST001336,22131368,0
http://www.ebi.ac.uk/efo/efo_0004570,GCST001333,22118420,0
http://www.ebi.ac.uk/efo/efo_0004323,GCST001332,22126837,2
http://www.ebi.ac.uk/efo/efo_0001378,GCST001331,22120009,3
http://www.ebi.ac.uk/efo/efo_0000474,GCST001329,22116939,1
http://www.ebi.ac.uk/efo/efo_0004770,GCST001330,22116950,7
http://www.ebi.ac.uk/efo/efo_0004754,GCST006104,22205395,7
http://www.ebi.ac.uk/efo/efo_0004810,GCST006103,22205395,20
http://www.ebi.ac.uk/efo/efo_0004634,GCST001365,22216198,8
http://www.ebi.ac.uk/efo/efo_0000279,GCST001362,22197933,4
http://www.ebi.ac.uk/efo/efo_0004194,GCST001364,22197929,9
http://www.ebi.ac.uk/efo/efo_0000274,GCST001363,22197932,6
http://www.ebi.ac.uk/efo/efo_0003912,GCST001361,22199011,2
http://www.ebi.ac.uk/efo/efo_0000289,GCST001359,22205951,3
http://www.ebi.ac.uk/efo/efo_0000270,GCST001360,22188591,0
http://www.ebi.ac.uk/efo/efo_0000289,GCST001358,22182935,5
http://www.ebi.ac.uk/efo/efo_0000341,GCST001321,22080838,4
http://www.ebi.ac.uk/efo/efo_0005139,GCST001318,22075249,1
http://www.ebi.ac.uk/efo/efo_0004579,GCST001316,22075330,11
http://www.ebi.ac.uk/efo/efo_0004724,GCST001317,22068335,1
http://www.ebi.ac.uk/efo/efo_0004511,GCST001315,22087292,2
http://www.ebi.ac.uk/efo/efo_0004502,GCST001314,22065538,1
http://www.ebi.ac.uk/efo/efo_0001060,GCST005523,22057235,43
http://www.ebi.ac.uk/efo/efo_0003829,GCST001313,22064162,8
http://www.ebi.ac.uk/efo/efo_0004214,GCST001312,22055160,1
http://www.ebi.ac.uk/efo/efo_0004362,GCST001311,22054870,1
http://purl.obolibrary.org/obo/go_0097327,GCST001357,22180457,1
http://www.ebi.ac.uk/efo/efo_0004274,GCST001356,22179738,36
http://www.ebi.ac.uk/efo/efo_0004326,GCST001354,22174390,2
http://www.ebi.ac.uk/efo/efo_0004999,GCST005046,21908519,41
http://www.ebi.ac.uk/efo/efo_0003778,GCST001355,22170493,2
http://www.ebi.ac.uk/efo/efo_0006319,GCST001352,22174851,14
http://www.ebi.ac.uk/efo/efo_0000180,GCST001353,22174851,9
http://www.orpha.net/ordo/orphanet_391311,GCST001353,22174851,9
http://www.ebi.ac.uk/efo/efo_0002618,GCST001350,22158540,11
http://www.ebi.ac.uk/efo/efo_0001360,GCST001351,22158537,10
http://www.ebi.ac.uk/efo/efo_0004577,GCST001349,22156575,0
http://www.ebi.ac.uk/efo/efo_0004574,GCST001289,22028671,1
http://www.ebi.ac.uk/efo/efo_0005409,GCST001288,22013104,5
http://www.ebi.ac.uk/efo/efo_0004340,GCST001288,22013104,5
http://www.ebi.ac.uk/efo/efo_0001073,GCST001288,22013104,5
http://www.ebi.ac.uk/efo/efo_0003888,GCST001287,22012869,2
http://www.ebi.ac.uk/efo/efo_0000681,GCST001283,22010048,3
http://www.ebi.ac.uk/efo/efo_0000249,GCST001280,22005931,13
http://www.ebi.ac.uk/efo/efo_0004847,GCST001280,22005931,13
http://www.ebi.ac.uk/efo/efo_0004266,GCST001284,21989058,1
http://www.ebi.ac.uk/efo/efo_0003829,GCST001281,22004471,6
http://www.ebi.ac.uk/efo/efo_0000249,GCST001282,22005930,8
http://www.ebi.ac.uk/efo/efo_0005940,GCST001282,22005930,8
http://www.ebi.ac.uk/efo/efo_0000249,GCST001285,22005930,11
http://www.ebi.ac.uk/efo/efo_0005940,GCST001285,22005930,11
http://www.ebi.ac.uk/efo/efo_0000182,GCST001348,22174901,0
http://www.ebi.ac.uk/efo/efo_0004723,GCST001347,22144573,3
http://purl.obolibrary.org/obo/go_0036272,GCST001346,22142827,3
http://www.ebi.ac.uk/efo/efo_0002618,GCST001346,22142827,3
http://www.ebi.ac.uk/efo/efo_0003898,GCST001345,22138694,5
http://www.ebi.ac.uk/efo/efo_0004893,GCST001344,22140272,0
http://www.ebi.ac.uk/efo/efo_0001663,GCST001338,22130093,2
http://www.ebi.ac.uk/efo/efo_0000249,GCST001342,22159054,11
http://www.ebi.ac.uk/efo/efo_0003885,GCST001341,22190364,19
http://www.ebi.ac.uk/efo/efo_0004710,GCST001340,22105264,0
http://www.ebi.ac.uk/efo/efo_0004718,GCST001328,22116812,0
http://www.ebi.ac.uk/efo/efo_0004874,GCST001327,22105620,0
http://www.ebi.ac.uk/efo/efo_0001360,GCST001326,22101970,1
http://www.ebi.ac.uk/efo/efo_0004220,GCST001325,22095909,9
http://www.ebi.ac.uk/efo/efo_0004570,GCST001324,22085899,9
http://www.ebi.ac.uk/efo/efo_0004708,GCST001323,22086417,2
http://purl.obolibrary.org/obo/hp_0100543,GCST004371,22833209,3
http://www.ebi.ac.uk/efo/efo_0007710,GCST004371,22833209,3
http://www.ebi.ac.uk/efo/efo_0008336,GCST004371,22833209,3
http://www.ebi.ac.uk/efo/efo_0004246,GCST001322,22081228,2
http://www.ebi.ac.uk/efo/efo_0004777,GCST001319,22072270,0
http://www.ebi.ac.uk/efo/efo_0004308,GCST001302,22037903,4
http://www.ebi.ac.uk/efo/efo_0000692,GCST001301,22037555,2
http://www.ebi.ac.uk/efo/efo_0004191,GCST001297,22032556,2
http://www.ebi.ac.uk/efo/efo_0004192,GCST001295,22027810,0
http://www.ebi.ac.uk/efo/efo_0004913,GCST001296,22030708,0
http://www.ebi.ac.uk/efo/efo_0004298,GCST001294,22029572,0
http://www.ebi.ac.uk/efo/efo_0001054,GCST001292,22019778,4
http://www.ebi.ac.uk/efo/efo_0004273,GCST001293,22019779,1
http://www.ebi.ac.uk/efo/efo_0004339,GCST001290,22021425,8
http://www.ebi.ac.uk/efo/efo_0004647,GCST001291,22020760,3
http://www.ebi.ac.uk/efo/efo_0003956,GCST001303,22036096,9
http://www.ebi.ac.uk/efo/efo_0003956,GCST001310,22036096,9
http://www.ebi.ac.uk/efo/efo_0000270,GCST001306,22295569,0
http://www.ebi.ac.uk/efo/efo_0004532,GCST001307,22010049,4
http://purl.obolibrary.org/obo/go_0036276,GCST001308,22041458,22
http://www.ebi.ac.uk/efo/efo_0000270,GCST001309,22051697,0
http://www.ebi.ac.uk/efo/efo_0004864,GCST001304,22044751,8
http://www.ebi.ac.uk/efo/efo_0000178,GCST001300,22037551,2
http://www.ebi.ac.uk/efo/efo_0004193,GCST001250,21946351,1
http://www.ebi.ac.uk/efo/efo_0003892,GCST001251,21946350,16
http://www.ebi.ac.uk/efo/efo_0004508,GCST001249,21947420,0
http://www.ebi.ac.uk/efo/efo_0004736,GCST001247,21943158,19
http://www.ebi.ac.uk/efo/efo_0004571,GCST001247,21943158,19
http://www.ebi.ac.uk/efo/efo_0004530,GCST001247,21943158,19
http://www.ebi.ac.uk/efo/efo_0004459,GCST001247,21943158,19
http://www.ebi.ac.uk/efo/efo_0004532,GCST001247,21943158,19
http://www.ebi.ac.uk/efo/efo_0004611,GCST001247,21943158,19
http://www.ebi.ac.uk/efo/efo_0004458,GCST001247,21943158,19
http://www.ebi.ac.uk/efo/efo_0004761,GCST001247,21943158,19
http://www.ebi.ac.uk/efo/efo_0004612,GCST001247,21943158,19
http://www.ebi.ac.uk/efo/efo_0000712,GCST001246,21940970,0
http://www.ebi.ac.uk/efo/efo_0000756,GCST001245,21926416,1
http://www.ebi.ac.uk/efo/efo_0000712,GCST001243,21957438,0
http://www.ebi.ac.uk/efo/efo_0003819,GCST001244,21940522,3
http://www.ebi.ac.uk/efo/efo_0000289,GCST001241,21926972,18
http://www.ebi.ac.uk/efo/efo_0000692,GCST001242,21926974,25
http://www.ebi.ac.uk/efo/efo_0004325,GCST001235,21909110,14
http://www.ebi.ac.uk/efo/efo_0004325,GCST001236,21909110,27
http://www.ebi.ac.uk/efo/efo_0004510,GCST001225,21896673,1
http://www.ebi.ac.uk/efo/efo_0000270,GCST001226,21907864,4
http://www.ebi.ac.uk/efo/efo_0004540,GCST001223,21912186,0
http://www.ebi.ac.uk/efo/efo_0000305,GCST001224,21908515,2
http://purl.obolibrary.org/obo/go_0044691,GCST001221,21931568,4
http://www.ebi.ac.uk/efo/efo_0004237,GCST001219,21900946,7
http://www.ebi.ac.uk/efo/efo_0004725,GCST001220,21931564,3
http://www.ebi.ac.uk/efo/efo_0004614,GCST001218,21900290,4
http://www.ebi.ac.uk/efo/efo_0004725,GCST001217,21886157,37
http://www.ebi.ac.uk/efo/efo_0004330,GCST001215,21876539,4
http://www.ebi.ac.uk/efo/efo_0004857,GCST001216,21878437,2
http://www.ebi.ac.uk/efo/efo_0004224,GCST001214,21878436,1
http://www.ebi.ac.uk/efo/efo_0001360,GCST001213,21874001,6
http://www.ebi.ac.uk/efo/efo_0003829,GCST001211,21876473,1
http://www.ebi.ac.uk/efo/efo_0004467,GCST001212,21873549,10
http://www.ebi.ac.uk/efo/efo_0004731,GCST001199,21835309,7
http://www.ebi.ac.uk/efo/efo_0003885,GCST001198,21833088,87
http://www.orpha.net/ordo/orphanet_70589,GCST001197,21836138,0
http://www.ebi.ac.uk/efo/efo_0004337,GCST001195,21826061,0
http://www.ebi.ac.uk/efo/efo_0004280,GCST001196,21826085,1
http://www.ebi.ac.uk/efo/efo_0000326,GCST001194,21827660,1
http://www.ebi.ac.uk/efo/efo_0000292,GCST001193,21824976,1
http://purl.obolibrary.org/obo/go_0036273,GCST001192,21826682,0
http://www.ebi.ac.uk/efo/efo_0001645,GCST001190,21829389,0
http://www.ebi.ac.uk/efo/efo_0003060,GCST001210,21866343,1
http://www.ebi.ac.uk/efo/efo_0002506,GCST001209,21871595,1
